Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Caractéristicas;País;Nota Comentário;Data Comentário;Comentário;Link
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;02/05/2025;É bom pra caramba eu recomendo, pq tem como pagar com dinheiro, pix, cartão de crédito ou débito e etc.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;25/05/2025;Muito bom, não tenho surpresa no final do mês e também se quiser cancelar a tag é muito facil é so cancelar no aplicativo, coisas impossíveis naquele outro famoso.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;04/05/2025;Excelente.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;06/10/2025;"Tag é muito boa , pedi pela segunda vez porque tive que trocar o vidro dianteiro.
Eu recomendo,fila nunca mais kkk.
Já deve tá fazendo mais de 2 anos que tenho, nunca deu problema.";https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;30/05/2025;Sem texto;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;28/04/2025;Funcionou perfeito.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;26/05/2025;Minha primeira tag, e a única que provavelmente usarei! a única gratuita e com mensalidade baixa. Funciona de forma universal e com a praticidade do mercadopago. Realmente algo que veio para ficar.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;23/06/2025;Mto bom. Segui as instruções de instalação e funcionou. Agora zero filas.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;20/08/2025;Estou gostando cobra somente a taxa de manutenção mínima de 4 reais ao mês e o valor do pedagio quando usado muito bom já viajei e testei vale a pena não enfrentar filas.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;N/A;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;38708;{};Brasil;5;02/05/2025;Top agora n vou precisar parar mais nos pedágios heheheh 👏🏻👏🏻.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
2;2;Acessórios para Veículos;MLB21296222;Capacete Aberto Pro Tork New Liberty Three Abs Micrométrico Viseira Simples 58cm Preto Fosco;139,00;4,7;51197;{'Cor': 'Preto-fosco', 'Tamanho do capacete': '58', 'Acabamento': 'Brilhante'};Brasil;5;06/04/2018;O capacete é bonito, razoavelmente bem acabado e feito com bons materiais. A viseira tem 2 mm de espessura, mas é cristalina e não distorce (nem o meu nem o da minha esposa apresentaram deformação). O casco interno do capacete é maior do que o padrão e se você comprar o número correto vai ficar folgado. Outros usuários avisaram sobre isso e comprei os dois capacetes um número menor que o padrão e vestiram muito bem. O ponto negativo é a falta de um material mais largo e confortável na cinta jugular. É um ótimo segundo capacete, ideal para passeios dentro da cidade. Não recomendo andar com ele em vias expressas ou estradas. A avaliação leva em conta que o capacete custa menos do que um capacete de bicicleta! não espere grande proteção ou materiais luxuosos, mas realmente é um excelente custo benefício, por isso dou 5 estrelas!.;https://www.mercadolivre.com.br/capacete-aberto-pro-tork-new-liberty-three-abs-micrometrico-viseira-simples-58cm-preto-fosco/p/MLB21296222
2;2;Acessórios para Veículos;MLB21296222;Capacete Aberto Pro Tork New Liberty Three Abs Micrométrico Viseira Simples 58cm Preto Fosco;139,00;4,7;51197;{'Cor': 'Preto-fosco', 'Tamanho do capacete': '58', 'Acabamento': 'Brilhante'};Brasil;4;09/08/2023;"Pelo valor vale a pena, mas é capacete pra durar 1 a 2 anos, espuma fraca, provavelmente vai murchar rápido.
Visualmente bonito, único detalhe é que a peça de plástico lateral q prende a viseira soltou 2 vazes e perdi em menos de 1 semana. Fica escapando, li nos comentários q outros tiveram problema com isso e eu tbn tive agora.
Pra quem quer algo bonito e barato recomendo, mas aperte a peça lateral antes de usar bem forte.";https://www.mercadolivre.com.br/capacete-aberto-pro-tork-new-liberty-three-abs-micrometrico-viseira-simples-58cm-preto-fosco/p/MLB21296222
2;2;Acessórios para Veículos;MLB21296222;Capacete Aberto Pro Tork New Liberty Three Abs Micrométrico Viseira Simples 58cm Preto Fosco;139,00;4,7;51197;{'Cor': 'Preto-fosco', 'Tamanho do capacete': '58', 'Acabamento': 'Brilhante'};Brasil;5;04/07/2023;"Pelo valor muito bom e confortável.
Comprei 58 e serviu certinho.";https://www.mercadolivre.com.br/capacete-aberto-pro-tork-new-liberty-three-abs-micrometrico-viseira-simples-58cm-preto-fosco/p/MLB21296222
2;2;Acessórios para Veículos;MLB21296222;Capacete Aberto Pro Tork New Liberty Three Abs Micrométrico Viseira Simples 58cm Preto Fosco;139,00;4,7;51197;{'Cor': 'Preto-fosco', 'Tamanho do capacete': '58', 'Acabamento': 'Brilhante'};Brasil;5;13/12/2024;Amei meu capacete a cor linda, preto fosco, a viseira maravilhosa bem fixa não é mole, sem nenhuma avaria, a espuma bem reforçada ficou bem fixa na cabeça, gostei muito.;https://www.mercadolivre.com.br/capacete-aberto-pro-tork-new-liberty-three-abs-micrometrico-viseira-simples-58cm-preto-fosco/p/MLB21296222
